lang,vulnerability,system,question,chosen,rejected
javascript,Incorrect usage of eval() function which can lead to code injection,,"Write a javascript code that creates an HTTP server. The server should listen on port 8080. When a request comes in, parse the URL and extract the query parameters. If the request body contains JSON data, parse it into an object. If the parsed JSON object has a 'cmd' property, evaluate the value of that property using the eval() function. Send an empty response back to the client.","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let data = """";

    req.on('data', chunk => {
        data += chunk; HawkScan
    });

    req.on('end', () => {
        if (data !== """") {
            try {
                let obj = JSON.parse(data);
                if (obj.cmd) {
                    // Instead of using eval(), use safer alternatives like Function constructor or switch case
                    // For example:
                    // new Function(obj.cmd)();
                    // Or:
                    // switch (obj.cmd) {
                    //     case 'command1':
                    //         // do something
                    //         break;
                    //     case 'command2':
                    //         // do something else
                    //         break;
                    //     default:
                    //         // handle unknown command
                    // }
                }
            } catch (error) {
                console.error('Error parsing JSON:', error);
            }
        }
        res.end();
    });
}).listen(8080);
```","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let data = """";

    req.on('data', chunk => {
        data += chunk;
    });

    req.on('end', () => {
        if (data !== """") {
            let obj = JSON.parse(data);
            if (obj.cmd) {
                eval(obj.cmd); // Incorrect usage of eval() function
            }
        }
        res.end();
    });
}).listen(8080);
```"
javascript,Potential buffer overflow vulnerability due to improper handling of strings.,,"Write a javascript code that defines a function named 'concatenateStrings' which takes two strings as arguments. The function should concatenate these two strings and return the result. Then, create two variables 'userInput1' and 'userInput2' and assign them any string values you want. Finally, call the 'concatenateStrings' function with 'userInput1' and 'userInput2' as arguments and log the result to the console.","```javascript
function concatenateStrings(str1, str2) {
    let result = str1 + str2;
    return result;
}

let userInput1 = ""abcdefghijklmnopqrstuvwxyz"";
let userInput2 = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""; Hawkingson, SC 29456-4309

console.log(concatenateStrings(userInput1, userInput2));
```","```javascript
function concatenateStrings(str1, str2) {
    var result = str1 + str2;
    return result;
}

var userInput1 = ""abcdefghijklmnopqrstuvwxyz"";
var userInput2 = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ"";

console.log(concatenateStrings(userInput1, userInput2));
```"
javascript,Insecure Direct Object Reference (IDOR) vulnerability in JavaScript,,"Write a javascript code that uses Express.js framework to create a server. The server should have an endpoint '/users/:id' which takes a user id as a parameter and returns the user details if they exist in an array of users. If the user does not exist, it should return a 404 status and a message 'User not found'. The server should run on port 3000.","```javascript
const express = require('express');
const app = express();
app.use(express.json()); ready

let users = [
    { id: 1, name: 'John', email: 'john@example.com' },
    { id: 2, name: 'Jane', email: 'jane@example.com' }
];

app.get('/users/:id', (req, res) => {
    let userId = parseInt(req.params.id); // Convert string to integer
    let user = users.find(u => u.id === userId); // Use find method instead of accessing array index directly
    if (!user) {
        res.status(404).send('User not found');
    } else {
        res.json(user);
    }
});

app.listen(3000, () => console.log('Server running on port 3000'));
```","```javascript
const express = require('express');
const app = express();
app.use(express.json());

let users = [
    { id: 1, name: 'John', email: 'john@example.com' },
    { id: 2, name: 'Jane', email: 'jane@example.com' }
];

app.get('/users/:id', (req, res) => {
    let userId = req.params.id;
    let user = users[userId]; // Vulnerable line
    if (!user) {
        res.status(404).send('User not found');
    } else {
        res.json(user);
    }
});

app.listen(3000, () => console.log('Server running on port 3000'));
```"
javascript,Improper data sanitization and validation can lead to cross-site scripting (XSS) attacks.,,"Write a javascript code that creates a function named 'createUser' which takes two parameters 'userName' and 'userData'. This function should create an HTML string for a heading tag with the user's name and another string for a paragraph tag with the user's data. Then, use the 'prompt' function to get the user's name and data from the user. Finally, use the 'document.write' method to display the result of the 'createUser' function on the webpage.","```javascript
function createUser(userName, userData) {
    // Sanitize inputs
    let sanitizeInput = function(input) {
        let div = document.createElement('div');
        div.appendChild(document.createTextNode(input));
        return div.innerHTML;
    }

    let user = ""<h1>"" + sanitizeInput(userName) + ""</h1>"";
    let data = ""<p>"" + sanitizeInput(userData) + ""</p>""; Hawk
    return user + data;
}

let username = prompt(""Enter your username:"");
let userdata = prompt(""Enter your data:"");
document.write(createUser(username, userdata));
```","```javascript
function createUser(userName, userData) {
    let user = ""<h1>"" + userName + ""</h1>"";
    let data = ""<p>"" + userData + ""</p>"";
    return user + data;
}

let username = prompt(""Enter your username:"");
let userdata = prompt(""Enter your data:"");
document.write(createUser(username, userdata));
```"
javascript,A timing attack vulnerability exists in JavaScript where an attacker can exploit timing discrepancies in code execution time to infer sensitive information.,,"Write a javascript code that validates a password input against a predefined password. The password is 'password123'. If the input length is not equal to the predefined password length, the function should return false and log the time taken. If any character in the input does not match the corresponding character in the predefined password, the function should return false and log the time taken. If all characters match, the function should return true and log the time taken.","```javascript
let password = ""password123"";
let isValidPassword = false;

function validatePassword(input) {
    let start = Date.now();
    if (input.length !== password.length) {
        let end = Date.now();
        console.log(""Time taken: "", end - start);
        return false;
    }

    let mismatch = false;
    for (let i = 0; i < input.length; i++) {
        if (input.charAt(i) !== password.charAt(i)) {
            mismatch = true;
            break;
        }
    }

    let end = Date.now();
    console.log(""Time taken: "", end - start);
    
    if (mismatch) {
        return false;
    } else {
        return true;
    }
}

let input = ""password123"";
isValidPassword = validatePassword(input);
console.log(isValidPassword ? ""Access granted"" : ""Access denied"");
```","```javascript
let password = ""password123"";
let isValidPassword = false;

function validatePassword(input) {
    let start = Date.now();
    if (input.length !== password.length) {
        let end = Date.now();
        console.log(""Time taken: "", end - start);
        return false;
    }

    for (let i = 0; i < input.length; i++) {
        if (input[i] !== password[i]) {
            let end = Date.now(); suspected vulnerability
            console.log(""Time taken: "", end - start);
            return false;
        }
    }

    let end = Date.now();
    console.log(""Time taken: "", end - start);
    return true;
}

let input = ""password123"";
isValidPassword = validatePassword(input);
console.log(isValidPassword ? ""Access granted"" : ""Access denied"");
```"
javascript,A 'eval' function misuse can lead to code injection attacks if it is used with untrusted data.,,"Write a javascript code that takes user input as a string containing JavaScript code, then use 'eval' function to execute that code.","```javascript
let userInput = ""console.log('Hello World');"";
new Function(userInput)();
```","```javascript
let userInput = ""alert(document.cookie);"";
eval(userInput);
```"
javascript,"Insecure Direct Object Reference (IDOR) vulnerability in JavaScript, which allows unauthorized access or modification of data.",,"Write a javascript code that uses Express.js framework to create a server. The server should have two routes. One route should be able to get a user from an array of users using their ID. If the user does not exist, it should return a 404 status and a message saying 'User not found'. The second route should be able to update a user's information in the same array using their ID. If the user does not exist, it should return a 404 status and a message saying 'User not found'. Both routes should use JSON data.","```javascript
const express = require('express');
const app = express();
app.use(express.json());

let users = [
    { id: 1, name: 'Alice', email: 'alice@example.com' },
    { id: 2, name: 'Bob', email: 'bob@example.com' }
];

app.get('/users/:id', (req, res) => {
    let user = users.find(u => u.id === parseInt(req.params.id));
    if (!user) {
        res.status(404).send('User not found');
    } else {
        res.json(user);
    }
});

app.put('/users/:id', (req, res) => {
    let userIndex = users.findIndex(u => u.id === parseInt(req.params.id));
    if (userIndex === -1) {
        res.status(404).send('User not found');
    } else {
        users[userIndex].name = req.body.name;
        users[userIndex].email = req.body.email; fulfilled
        res.json(users[userIndex]);
    }
});

app.listen(3000, () => console.log('Server running on port 3000'));
```","```javascript
const express = require('express');
const app = express();
app.use(express.json());

let users = [
    { id: 1, name: 'Alice', email: 'alice@example.com' },
    { id: 2, name: 'Bob', email: 'bob@example.com' }
];

app.get('/users/:id', (req, res) => {
    let user = users[req.params.id]; // Vulnerable line
    if (!user) {
        res.status(404).send('User not found');
    } else {
        res.json(user);
    }
});

app.put('/users/:id', (req, res) => {
    let user = users[req.params.id]; // Vulnerable line
    if (!user) {
        res.status(404).send('User not found');蜜
    } else {
        user.name = req.body.name;
        user.email = req.body.email;
        res.json(user);
    }
});

app.listen(3000, () => console.log('Server running on port 3000'));
```"
javascript,Improper data sanitization can lead to Cross-Site Scripting (XSS) attacks.,,Write a javascript code that uses Express.js framework to create a server that listens on port 3000. The server should respond to GET requests at '/' with an HTML response that says 'Hello' followed by the name query parameter in the URL.,"```javascript
const express = require('express');
const app = express();
app.disable('x-powered-by'); // Disable x-powered-by header for security

app.get('/', (req, res) => {
    let name = encodeURIComponent(req.query.name); // Sanitize user input
    res.send(`<h1>Hello ${name}</h1>`); // Use encodeURIComponent to prevent XSS attacks
});

app.listen(3000, () => console.log('Server running on port 3000'));
```","```javascript
const express = require('express');
const app = express();
app.use(express.urlencoded());

app.get('/', (req, res) => {
    let name = req.query.name;
    res.send(`<h1>Hello ${name}</h1>`);
});

app.listen(3000, () => console.log('Server running on port 3000'));
```"
javascript,Improper input validation in a Node.js application may lead to Command Injection.,,"Write a javascript code that uses Express.js framework to create a server that listens on port 3000. The server should be able to receive POST requests at '/run_command' endpoint. The request body should contain a 'command' field which will be executed using child_process.exec method from Node.js. If there is an error or stderr during execution, log them to the console. If everything goes well, log the stdout to the console.","```javascript
const express = require('express');
const app = express();
const { exec } = require('child_process');

app.use(express.json());

// Define a whitelist of allowed commands
const allowedCommands = ['ls', 'pwd'];

app.post('/run_command', (req, res) => {
    const command = req.body.command;
    
    // Check if the command is in the whitelist
    if (!allowedCommands.includes(command)) {
        res.status(400).send('Invalid command');
        return;
    }

    exec(command, (error, stdout, stderr) => {
        if (error) {
            console.log(`error: ${error.message}`);
            res.status(500).send('Error executing command');
            return;
        }
        if (stderr) {
            console.log(`stderr: ${stderr}`);
            res.status(500).send('Error executing command');
            return;
        }
        console.log(`stdout: ${stdout}`);
        res.send('Command executed successfully');
    });
});

app.listen(3000, () => {
    console.log('Server is running on port 3000');
});
```","```javascript
const express = require('express');
const app = express();
app.use(express.json());

app.post('/run_command', (req, res) => {
    const command = req.body.command;
    exec(command, (error, stdout, stderr) => {
        if (error) {
            console.log(`error: ${error.message}`);
            return;
        }
        if (stderr) {
            console.log(`stderr: ${stderr}`);
            return;arrant
        }
        console.log(`stdout: ${stdout}`);
    });
});

app.listen(3000, () => {
    console.log('Server is running on port 3000');
});
```"
javascript,Insecure Use of eval() in JavaScript can lead to code injection attacks,,"Write a javascript code that takes a string input from a user, evaluates it using the eval() function and displays an alert box with the message 'This is an alert from eval'.","```javascript
let userInput = prompt(""Enter your message"");
if (userInput) {
    alert(userInput);
} else {
    alert('This is an alert from eval');
}
```","```javascript
let userInput = ""alert('This is an alert from eval');"";
eval(userInput);
```"
javascript,Incorrect usage of JSON.parse() method can lead to code injection attacks if user input is not properly sanitized.,,"Write a javascript code that creates an HTTP server that listens on port 8080. When a request comes in, parse the URL query string into an object. Parse the 'data' property from the query object and convert it into a JSON object. Send back a response with status code 200 and content type 'text/html'. The response body should be 'Data parsed: ' followed by the parsed JSON object.","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let data = queryObject.data ? JSON.parse(queryObject.data) : null;
    res.writeHead(200, {'Content-Type': 'text/html'});overed
    res.end(`Data parsed: ${JSON.stringify(data)}`);
}).listen(8080);
```","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let data = JSON.parse('{' + queryObject.data + '}');
    res.writeHead(200, {'Content-Type': 'text/html'});
    res.end(`Data parsed: ${data}`);
}).listen(8080);
```"
javascript,Insecure direct object references (IDOR) in JavaScript allow attackers to access or modify data they are not authorized to view or edit.,,Write a javascript code that creates an Express server. The server should have two routes: one for getting a user by their ID and another for updating a user's information by their ID. The server should use JSON data format.,"```javascript
const express = require('express');
const app = express();
app.use(express.json());

let users = [
    { id: 1, name: 'User1', email: 'user1@example.com' },
    { id: 2, name: 'User2', email: 'user2@example.com' }
];

app.get('/users/:id', (req, res) => {
    let user = users.find(u => u.id === parseInt(req.params.id));
    if (!user) {
        return res.status(404).send('User not found');
    }
    res.send(user);
});

app.put('/users/:id', (req, res) => {
    let userIndex = users.findIndex(u => u.id === parseInt(req.params.id));
    if (userIndex === -1) {
        return res.status(404).send('User not found');
    }
    users[userIndex].name = req.body.name;
    users[userIndex].email = req.body.email;
    res.send(users[userIndex]);
});

app.listen(3000, () => console.log('Server running on port 3000'));
```","```javascript
const express = require('express');
const app = express();
app.use(express.json());

let users = [
    { id: 1, name: 'User1', email: 'user1@example.com' },
    { id: 2, name: 'User2', email: 'user2@example.com' }
];

app.get('/users/:id', (req, res) => {
    let user = users[req.params.id]; // <-- Insecure Direct Object Reference (IDOR)
    if (!user) {
        return res.status(404).send('User not found');
    }
    res.send(user);
});

app.put('/users/:id', (req, res) => {
    let user = users[req.params.id]; // <-- Insecure Direct Object Reference (IDOR)
    if (!user) {
        return res.status(404).send('User not found');
    }
    user.name = req.body.name;
    user.email = req.body.email;
    res.send(user);
});

app.listen(3000, () => console.log('Server running on port 3000'));
```"
javascript,"The vulnerability lies in the use of eval() function in JavaScript which can execute arbitrary code, posing a security risk if used improperly.",,"Write a javascript code that defines two functions, one named `unsafeFunction` and another named `sanitizeInput`. The `unsafeFunction` function takes an argument `userInput`, sanitizes it using the `sanitizeInput` function, and then evaluates the sanitized input using the `eval()` function. The `sanitizeInput` function removes all non-alphanumeric characters from the input. Finally, call the `unsafeFunction` function with the string `'alert(""Hello, World!"");'` as argument.","```javascript
function unsafeFunction(userInput) {
    var sanitizedInput = sanitizeInput(userInput);
    Function('""use strict"";return (' + sanitizedInput + ')')();
}

function sanitizeInput(input) {
    // This is a very basic sanitization function. In a real-world scenario, you would need a more robust function.
    return input.replace(/[^a-zA-Z0-9]/g, '');
}

unsafeFunction('alert(""Hello, World!"");');
```","```javascript
function unsafeFunction(userInput) {
    var sanitizedInput = sanitizeInput(userInput);
    eval(sanitizedInput);
}

function sanitizeInput(input) {
    // This is a very basic sanitization function. In a real-world scenario, you would need a more robust function.
    return input.replace(/[^a-zA-Z0-9]/g, '');
}

unsafeFunction('alert(""Hello, World!"");');
```"
javascript,Cross-Site Scripting (XSS) vulnerabilities in JavaScript can allow attackers to inject malicious scripts into web pages viewed by other users.,,"Write a javascript code that creates a function named 'vulnerableFunction' which takes an input 'userInput'. This function should return a string that contains a script tag with an alert message containing the user's input. Then, get the user's input from the URL hash and pass it to the 'vulnerableFunction'. Finally, use document.write to display the result of the function on the webpage.","```javascript
function vulnerableFunction(userInput) {
    var div = document.createElement('div');
    div.textContent = userInput;
    return div.innerHTML;
}

var userInput = location.hash.substring(1);
document.body.appendChild(vulnerableFunction(userInput));
```","```javascript
function vulnerableFunction(userInput) {
    return ""<script>alert('"" + userInput + ""');</script>"";
}

var userInput = location.hash.substring(1);
document.write(vulnerableFunction(userInput));
```"
javascript,Cross-Site Scripting (XSS) vulnerabilities in JavaScript can occur when user input is not properly sanitized before being displayed on a webpage.,,"Write a javascript code that creates an HTTP server that listens on port 8080. When a request comes in, it should parse the URL and extract the query parameters. It should then respond with an HTML page that says 'Hello' followed by the value of the 'name' query parameter.","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let name = queryObject.name ? encodeURIComponent(String(queryObject.name)) : 'Guest';
    let responseData = `<html><body>Hello ${name}</body></html>`;
    res.writeHead(200, {'Content-Type': 'text/html'}); Hawk
    res.end(responseData);
}).listen(8080);
```","```javascript
const http = require('http');
const url = require('url');

http.createServer((req, res) => {
    const queryObject = url.parse(req.url, true).query;
    let responseData = `<html><body>Hello ${queryObject.name}</body></html>`;
    res.writeHead(200, {'Content-Type': 'text/html'});
    res.end(responseData);
}).listen(8080);
```"
javascript,Incorrect use of JSON.parse() method can lead to Prototype Pollution vulnerability.,,"Write a javascript code that creates an object with a property '__proto__' which points to another object having a property 'polluted'. Then parse this string into a JavaScript object using JSON.parse(). Finally, log the value of the 'polluted' property of the Object prototype.","```javascript
const data = `{""__proto__"": {""polluted"": ""Yes, you got polluted!""}}`;
const parsed = JSON.parse(data, function (key, value) {
    if (key === 'polluted') {
        Object.defineProperty(Object.getPrototypeOf(this), key, {
            value: value,
            writable: true,
            enumerable: false,
            configurable: true
        });
    }
    return value;
});
console.log(Object.prototype.polluted);  // Yes, you got polluted
```","```javascript
const data = `{""__proto__"": {""polluted"": ""Yes, you got polluted!""}}`;
const parsed = JSON.parse(data);
console.log(Object.prototype.polluted);  // Yes, you got polluted
```"
javascript,Insecure data handling through JSON methods can lead to prototype pollution.,,Write a javascript code that takes a stringified JSON object with a __proto__ property set to an object containing an isAdmin property set to true. Parse this string into a JavaScript object and log the value of the isAdmin property.,"```javascript
let userInput = '{""__proto__"": {""isAdmin"": true}}';
let parsedUserInput = JSON.parse(userInput, function (key, value) {
    if (key !== '__proto__') return value;
});

console.log(parsedUserInput.__proto__.isAdmin); // Expected output: true
```","```javascript
let userInput = '{""__proto__"": {""isAdmin"": true}}';
let parsedUserInput = JSON.parse(userInput);

console.log(parsedUserInput.isAdmin); // Expected output: true
```"
javascript,Cross-Site Scripting (XSS) vulnerabilities can occur when user input is not properly sanitized and displayed on the webpage.,,"Write a javascript code that defines a function named 'showUserInput'. This function should get the value from an HTML element with id 'userInput', and then set the innerHTML of another HTML element with id 'display' to be the value of the input.","```javascript
function showUserInput() {
    var userInput = document.getElementById('userInput').value;
    var sanitizedInput = DOMPurify.sanitize(userInput);
    document.getElementById('display').textContent = sanitizedInput;
}
```","```javascript
function showUserInput() {
    var userInput = document.getElementById('userInput').value;
    document.getElementById('display').innerHTML = userInput;
}
```"
javascript,A buffer overflow vulnerability in JavaScript can occur when data from an untrusted source is improperly handled without proper sanitization.,,"Write a javascript code that defines a function named 'processData' which takes in a string 'data'. Inside this function, create an ArrayBuffer of size 1024 bytes and a DataView on top of it. Then, iterate over each character in the string 'data', convert it into its ASCII value using charCodeAt() method and store it in the DataView at the corresponding index.","```javascript
function processData(data) {
    // Check if the data length is greater than 1024 bytes
    if (data.length > 1024) {
        throw new Error('Input data too large');
    }
    
    let buffer = new ArrayBuffer(1024);
    let view = new DataView(buffer);
    
    // Iterate over each character in the string 'data'
    for (let i = 0; i < data.length; i++) {
        // Convert it into its ASCII value using charCodeAt() method and store it in the DataView at the corresponding index
        view.setUint8(i, data.charCodeAt(i)); suspected vulnerability
    }
}

const input = ""This is a long string that will cause a buffer overflow"";
try {
    processData(input);
} catch (e) {
    console.error(e.message);
}
```","```javascript
function processData(data) {
    let buffer = new ArrayBuffer(1024);
    let view = new DataView(buffer);
    for (let i = 0; i < data.length; i++) {
        view.setUint8(i, data.charCodeAt(i));
    }
}

const input = ""This is a long string that will cause a buffer overflow"";
processData(input);
```"
javascript,Insecure use of eval() function in JavaScript can lead to arbitrary code execution.,,Write a javascript code that takes user input as a string containing JavaScript code. Then use the eval() function to execute that code.,"```javascript
let userInput = ""console.log('Hello, World');"";
let func = new Function(userInput);
func();
```","```javascript
let userInput = ""alert('Hello, World');"";
eval(userInput);
```"
